trade_index,entry_date,exit_date,trade_result_pct,leveraged_return_pct,equity_before,equity_after,wipeout_trigger
0,2000-03-17,2000-04-13,-1.8290089323692027,-3.292216078264565,100.0,96.70778392173544,False
1,2000-04-19,2000-05-11,-1.288209606986901,-2.3187772925764216,96.70778392173544,94.46534578800437,False
2,2000-06-01,2000-06-09,0.8817204301075243,1.5870967741935436,94.46534578800437,95.96460224373658,False
3,2000-07-03,2000-07-31,-2.906853384256314,-5.232336091661365,95.96460224373658,90.94341172531828,False
4,2000-08-14,2000-09-18,-3.0981787732886734,-5.576721791919613,90.94341172531828,85.87175066531728,False
5,2000-10-02,2000-10-11,-5.083641103628067,-9.150553986530522,85.87175066531728,78.01400976150855,False
6,2000-11-01,2000-11-24,-5.352050888352711,-9.63369159903488,78.01400976150855,70.49838065704385,False
7,2000-12-01,2000-12-18,0.3781611912077487,0.6806901441739477,70.49838065704385,70.9782561859786,False
8,2000-12-26,2001-01-02,-2.6682408500590338,-4.802833530106261,70.9782561859786,67.56928869879368,False
9,2001-01-26,2001-07-17,-10.329346826126953,-18.592824287028517,67.56928869879368,55.00624957903196,False
10,2001-07-18,2001-08-24,-1.644492190728042,-2.960085943310476,55.00624957903196,53.37801731730076,False
11,2001-09-04,2001-12-14,-0.2556868277199808,-0.46023628989596543,53.37801731730076,53.13235231077959,False
12,2002-01-02,2004-07-20,-3.3670907989266863,-6.060763438068036,53.13235231077959,49.91212612814236,False
13,2004-08-02,2004-08-13,-3.4932925182317387,-6.28792653281713,49.91212612814236,46.773688306237744,False
14,2004-09-01,2005-03-14,8.821415738411797,15.878548329141234,46.773688306237744,54.20067100926559,False
15,2005-04-01,2006-02-08,7.825938857191517,14.08668994294473,54.20067100926559,61.83575148133637,False
16,2006-03-01,2006-07-06,-1.4918450954626294,-2.685321171832733,61.83575148133637,60.175262955046165,False
17,2006-08-01,2007-07-27,14.06225436252162,25.312057852538917,60.175262955046165,75.40686032714487,False
18,2007-08-01,2007-08-06,-0.1502424366591537,-0.2704363859864767,75.40686032714487,75.20293273929028,False
19,2007-09-04,2007-10-22,0.9793399517037616,1.762811913066771,75.20293273929028,76.52861899659408,False
20,2007-11-01,2007-11-08,-2.5624048202343985,-4.612328676421917,76.52861899659408,72.9988675569445,False
21,2007-11-29,2007-12-06,2.5546949313765444,4.59845087647778,72.9988675569445,76.35568462193568,False
22,2008-01-02,2008-01-09,-3.1463465121092997,-5.66342372179674,76.35568462193568,72.03133866611667,False
23,2008-02-21,2008-03-07,-3.768825580532664,-6.783886044958795,72.03133866611667,67.14481473434897,False
24,2008-03-19,2008-03-20,1.3505217925107615,2.4309392265193708,67.14481473434897,68.77706437430002,False
25,2008-04-01,2008-04-02,0.0658809750384126,0.11858575506914268,68.77706437430002,68.85862417540267,False
26,2008-04-14,2008-05-21,4.934928157676977,8.882870683818558,68.85862417540267,74.97524671556032,False
27,2008-06-02,2008-06-27,-8.077753779697627,-14.539956803455729,74.97524671556032,64.0738782298335,False
28,2008-07-01,2008-07-03,-1.6664071016975424,-2.9995327830555762,64.0738782298335,62.15196124695453,False
29,2008-08-01,2008-09-16,-3.1720856463124503,-5.709754163362411,62.15196124695453,58.603237052045145,False
30,2008-09-23,2008-09-24,0.3205398566005879,0.5769717418810583,58.603237052045145,58.94136116966301,False
31,2008-10-13,2008-10-16,-7.479033053774053,-13.462259496793298,58.94136116966301,51.00652217806082,False
32,2008-10-29,2008-10-31,4.028792436613671,7.251826385904607,51.00652217806082,54.705426611901714,False
33,2008-11-05,2008-11-06,-5.541116540180891,-9.974009772325603,54.705426611901714,49.24910201563822,False
34,2008-11-10,2008-11-12,-7.35182986073627,-13.233293749325286,49.24910201563822,42.73182367700393,False
35,2008-12-08,2008-12-09,-1.6483516483516536,-2.9670329670329765,42.73182367700393,41.46395638109282,False
36,2009-01-02,2009-01-08,-2.063253012048183,-3.713855421686729,41.46395638109282,39.92404498898779,False
37,2009-02-02,2009-02-24,-6.175829498667951,-11.116493097602312,39.92404498898779,35.48589128350332,False
38,2009-03-03,2009-03-06,-1.6412159269301951,-2.9541886684743512,35.48589128350332,34.43757110429894,False
39,2009-04-01,2009-05-07,12.089810017271162,21.761658031088093,34.43757110429894,41.93175756222928,False
40,2009-05-26,2010-05-11,26.86746987951807,48.361445783132524,41.93175756222928,62.21056176160137,False
41,2010-07-01,2010-07-08,4.281821720513812,7.707279096924862,62.21056176160137,67.0053033843328,False
42,2010-08-02,2011-08-04,6.651294785384887,11.972330613692797,67.0053033843328,75.02739983421303,False
43,2011-09-01,2011-09-06,-3.2660823548867235,-5.878948238796102,75.02739983421303,70.61657783304506,False
44,2012-01-03,2014-02-04,37.56225734342522,67.6120632181654,70.61657783304506,118.36190308002847,False
45,2014-02-26,2014-10-22,4.241276710846642,7.634298079523956,118.36190308002847,127.39800357375509,False
46,2014-11-03,2014-12-18,2.4830252267433077,4.469445408137954,127.39800357375509,133.09198779454172,False
47,2015-01-02,2015-08-24,-7.73012705057684,-13.914228691038314,133.09198779454172,114.5732642433604,False
48,2015-09-01,2015-09-02,1.898107107472491,3.416592793450483,114.5732642433604,118.48776613272003,False
49,2015-10-01,2016-01-08,-0.1077395513454426,-0.19393119242179668,118.48776613272003,118.2579813949849,False
50,2016-02-01,2016-02-16,-1.998450813323005,-3.597211463981409,118.2579813949849,114.0039917311715,False
51,2016-03-01,2018-02-05,33.223966483266864,59.80313966988036,114.0039917311715,182.18195813540285,False
52,2018-03-01,2018-03-23,-3.6047814717967808,-6.488606649234206,182.18195813540285,170.36088748612403,False
53,2018-04-02,2018-04-03,1.281702722647271,2.307064900765088,170.36088748612403,174.2912237259483,False
54,2018-05-01,2018-10-11,2.71341233300626,4.884142199411268,174.2912237259483,182.80385493381763,False
55,2018-11-01,2018-11-08,2.555665240759031,4.600197433366255,182.80385493381763,191.2131931765777,False
56,2018-12-03,2018-12-06,-3.3870390261367844,-6.096670247046212,191.2131931765777,179.5555553197543,False
57,2019-01-02,2019-01-04,0.8833639779358693,1.5900551602845647,179.5555553197543,182.41058769269364,False
58,2019-02-01,2019-05-14,4.93964304228689,8.891357476116402,182.41058769269364,198.62936511873582,False
59,2019-06-03,2019-06-05,3.055687074334412,5.500236733801941,198.62936511873582,209.5544504231141,False
60,2019-07-01,2019-08-06,-2.6584590407901065,-4.785226273422192,209.5544504231141,199.52679580434176,False
61,2019-09-03,2020-02-03,11.48104835935888,20.665887046845985,199.52679580434176,240.76077805345804,False
62,2020-06-01,2020-06-08,5.776468663066603,10.397643593519886,240.76077805345804,265.79422566844204,False
63,2020-07-01,2020-09-04,10.32139636738374,18.578513461290733,265.79422566844204,315.174841663587,False
64,2020-10-01,2020-10-29,-2.094706859719919,-3.7704723474958546,315.174841663587,303.2912614123976,False
65,2020-11-02,2020-11-05,6.069049061175047,10.924288310115084,303.2912614123976,336.42367322847275,False
66,2020-12-01,2021-02-01,2.789465056554308,5.021037101797755,336.42367322847275,353.3156306805052,False
67,2021-03-01,2021-03-02,-0.7803275322141756,-1.404589557985516,353.3156306805052,348.35299622523615,False
68,2021-04-01,2021-05-13,2.413818926137634,4.3448740670477415,348.35299622523615,363.4884952200102,False
69,2021-06-01,2021-09-29,3.521814759215558,6.339266566588004,363.4884952200102,386.53099987088615,False
70,2021-10-01,2021-12-01,3.7444731024318223,6.740051584377279,386.53099987088615,412.58338865179314,False
71,2022-01-03,2022-01-06,-2.0451738502438643,-3.6813129304389554,412.58338865179314,397.3949030165115,False
72,2022-02-04,2022-02-14,-2.1573434365946054,-3.883218185870289,397.3949030165115,381.96319187285275,False
73,2022-04-01,2022-04-25,-5.389472754570345,-9.701050958226622,381.96319187285275,344.90874798759836,False
74,2022-07-01,2022-07-20,3.548945546112669,6.388101983002804,344.90874798759836,366.9418705573443,False
75,2022-08-01,2022-08-11,2.244565085084127,4.040217153151429,366.9418705573443,381.76711895369687,False
76,2022-09-01,2022-09-14,-0.4591090257807351,-0.8263962464053232,381.76711895369687,378.61220981265376,False
77,2023-01-03,2023-02-22,4.653116958142967,8.375610524657342,378.61220981265376,410.3232939053601,False
78,2023-03-01,2023-11-03,10.120585701981044,18.21705426356588,410.3232939053601,485.07211101215046,False
79,2023-12-01,2024-07-25,17.275103463297746,31.095186233935944,485.07211101215046,635.9061873002631,False
80,2024-08-01,2024-08-05,-4.719986740575677,-8.49597613303622,635.9061873002631,581.8797493987322,False
81,2024-09-03,2024-11-01,3.434284886248351,6.181712795247032,581.8797493987322,617.849884320265,False
82,2024-12-02,2024-12-19,-2.9040968805393974,-5.227374384970916,617.849884320265,585.552557729735,False
83,2025-01-02,2025-03-11,-4.912424740010957,-8.842364532019722,585.552557729735,533.7758660487066,False
84,2025-05-01,2025-05-13,5.079950579261205,9.14391104267017,533.7758660487066,582.5838564074426,False
85,2025-06-02,2025-10-13,11.865836581127343,21.358505846029217,582.5838564074426,707.0150634362487,False
86,2025-11-03,2026-01-21,0.3014604735563475,0.5426288524014254,707.0150634362487,710.851531161278,False
87,2026-02-02,2026-02-09,-0.2099480881781912,-0.37790655872074413,710.851531161278,708.1651766022527,False
