trade_index,entry_date,exit_date,trade_result_pct,leveraged_return_pct,equity_before,equity_after,wipeout_trigger
0,2000-03-17,2000-04-13,-1.8290089323692027,-3.292216078264565,100.0,96.70778392173544,False
1,2000-04-19,2000-05-11,-1.288209606986901,-2.3187772925764216,96.70778392173544,94.46534578800437,False
2,2000-08-14,2000-09-18,-3.0981787732886734,-5.576721791919613,94.46534578800437,89.19727626363252,False
3,2000-11-10,2000-11-24,-1.3037511436413518,-2.3467520585544333,89.19727626363252,87.10403734674124,False
4,2000-12-26,2001-01-02,-2.6682408500590338,-4.802833530106261,87.10403734674124,82.92057543497566,False
5,2001-01-26,2001-07-17,-10.329346826126953,-18.592824287028517,82.92057543497566,67.5032985465577,False
6,2001-07-18,2001-08-24,-1.644492190728042,-2.960085943310476,67.5032985465577,65.50514289501014,False
7,2001-09-18,2001-12-14,8.72657376261412,15.707832772705416,65.50514289501014,75.79458119848006,False
8,2002-06-03,2004-07-20,6.965603142665522,12.53808565679794,75.79458119848006,85.29777071235677,False
9,2005-06-08,2006-02-08,5.59586356433992,10.072554415811856,85.29777071235677,93.88943508283333,False
10,2006-03-13,2006-07-06,-1.0789412403943266,-1.942094232709788,93.88943508283333,92.06601377896583,False
11,2006-08-04,2007-07-27,13.190327613104548,23.742589703588187,92.06601377896583,113.92486968695464,False
12,2007-10-05,2007-10-22,-3.407122232916271,-6.132820019249288,113.92486968695464,106.93806247188942,False
13,2007-11-29,2007-12-06,2.5546949313765444,4.59845087647778,106.93806247188942,111.85555674291639,False
14,2008-01-07,2008-01-09,-0.5807776754727656,-1.045399815850978,111.85555674291639,110.68621895870686,False
15,2008-02-21,2008-03-07,-3.768825580532664,-6.783886044958795,110.68621895870686,103.17739199707461,False
16,2008-03-19,2008-03-20,1.3505217925107615,2.4309392265193708,103.17739199707461,105.68557169203116,False
17,2008-04-14,2008-05-21,4.934928157676977,8.882870683818558,105.68557169203116,115.07348435688866,False
18,2008-09-10,2008-09-16,-1.3094083414161073,-2.356935014548993,115.07348435688866,112.3612771116196,False
19,2008-09-23,2008-09-24,0.3205398566005879,0.5769717418810583,112.3612771116196,113.0095699293703,False
20,2008-10-13,2008-10-16,-7.479033053774053,-13.462259496793298,113.0095699293703,97.7959283692684,False
21,2008-10-29,2008-10-31,4.028792436613671,7.251826385904607,97.7959283692684,104.88791930709137,False
22,2008-11-05,2008-11-06,-5.541116540180891,-9.974009772325603,104.88791930709137,94.42638798541307,False
23,2008-11-10,2008-11-12,-7.35182986073627,-13.233293749325286,94.42638798541307,81.93066668642575,False
24,2008-12-08,2008-12-09,-1.6483516483516536,-2.9670329670329765,81.93066668642575,79.4997567957296,False
25,2009-02-02,2009-02-24,-6.175829498667951,-11.116493097602312,79.4997567957296,70.66217181892169,False
26,2009-03-03,2009-03-06,-1.6412159269301951,-2.9541886684743512,70.66217181892169,68.57467794614922,False
27,2009-04-29,2009-05-07,3.9707060304382535,7.147270854788856,68.57467794614922,73.47589591675967,False
28,2009-05-26,2010-05-11,26.86746987951807,48.361445783132524,73.47589591675967,109.00990148421428,False
29,2010-08-06,2011-08-04,7.000498256103649,12.600896860986568,109.00990148421428,122.7461267385032,False
30,2012-01-09,2014-02-04,36.99812529292296,66.59662552726132,122.7461267385032,204.49090511176175,False
31,2014-02-26,2014-10-22,4.241276710846642,7.634298079523956,204.49090511176175,220.10235035351013,False
32,2014-11-17,2014-12-18,1.1792337427215305,2.122620736898755,220.10235035351013,224.77428848451527,False
33,2015-02-27,2015-08-24,-10.020886736922051,-18.037596126459693,224.77428848451527,184.230410131555,False
34,2015-11-11,2016-01-08,-7.613844228362376,-13.704919611052278,184.230410131555,158.98178052391347,False
35,2016-03-28,2018-02-05,29.861247785868915,53.75024601456405,158.98178052391347,244.43487867385124,False
36,2018-05-24,2018-10-11,-0.2309384164222883,-0.415689149560119,244.43487867385124,243.4187894054636,False
37,2019-03-06,2019-05-14,2.1887282299066118,3.939710813831901,243.4187894054636,253.00878577456936,False
38,2019-07-19,2019-08-06,-3.1530773631254894,-5.675539253625881,253.00878577456936,238.64917282281147,False
39,2019-09-24,2020-02-03,9.548112346638726,17.18660222394971,238.64917282281147,279.66485686661434,False
40,2021-06-10,2021-09-29,2.5589575316918856,4.606123557045394,279.66485686661434,292.5465657195247,False
41,2022-02-04,2022-02-14,-2.1573434365946054,-3.883218185870289,292.5465657195247,281.18634427736515,False
