decision_date,last_bar_used,n_bars,n_obs,today_regime,bear_state,bull_state,vol_ratio,ret_ratio,confidence_pass,raw_decision,previous_raw_decision,decision_changed,transition_type,error
2005-11-18,2005-11-17,1479,1469,0,1,2,1.0,0.3877348659625137,False,neutral,bull,True,BULL_TO_NEUTRAL,
2005-11-30,2005-11-29,1486,1476,2,0,1,0.5690477595615016,0.506041411883808,True,bull,neutral,True,NEUTRAL_TO_BULL,
2005-12-01,2005-11-30,1487,1477,2,0,1,0.9702805107876841,0.4611374627343629,False,neutral,bull,True,BULL_TO_NEUTRAL,
2005-12-05,2005-12-02,1489,1479,2,0,1,1.0,0.5098389077488081,True,bull,neutral,True,NEUTRAL_TO_BULL,
2005-12-06,2005-12-05,1490,1480,0,2,0,1.0,0.470787759776672,False,neutral,bull,True,BULL_TO_NEUTRAL,
2005-12-13,2005-12-12,1495,1485,2,0,1,1.0,0.5109849514652812,True,bull,neutral,True,NEUTRAL_TO_BULL,
2005-12-14,2005-12-13,1496,1486,0,2,0,1.0,0.4440854063687381,False,neutral,bull,True,BULL_TO_NEUTRAL,
2005-12-21,2005-12-20,1501,1491,0,2,1,1.0,0.5114465258992558,True,bull,neutral,True,NEUTRAL_TO_BULL,
2005-12-23,2005-12-22,1503,1493,0,2,1,1.0,0.48151675300735325,False,neutral,bull,True,BULL_TO_NEUTRAL,
2005-12-27,2005-12-23,1504,1494,0,2,1,1.0,0.5119168998805422,True,bull,neutral,True,NEUTRAL_TO_BULL,
2005-12-28,2005-12-27,1505,1495,0,2,0,0.9887022265807073,0.29763074513188914,False,neutral,bull,True,BULL_TO_NEUTRAL,
2005-12-29,2005-12-28,1506,1496,0,2,0,0.4863424593871985,0.5328492479053075,True,bull,neutral,True,NEUTRAL_TO_BULL,
2005-12-30,2005-12-29,1507,1497,2,2,0,0.5186144678983992,0.500401005115248,True,bear,bull,True,BULL_TO_BEAR,
2006-01-03,2005-12-30,1508,1498,0,2,0,0.48299689477812763,0.23237311570041977,False,neutral,bear,True,BEAR_TO_NEUTRAL,
2006-01-10,2006-01-09,1513,1503,1,0,2,0.4421780406476857,0.5074905715718208,True,bull,neutral,True,NEUTRAL_TO_BULL,
