portfolio_model,start_date,end_date,trading_days,start_close,end_close,return_pct,max_drawdown_pct,opening_raw_decision,opening_action,overlaps_order_uncertainty
FAMA_FRENCH,2009-03-06,2009-03-31,18,68.92,79.52,15.380150899593723,5.197930453615681,bear,APPLY_FAMA_FRENCH,False
GROWTH,2009-04-01,2009-05-06,25,81.06,92.141,13.670120898100176,4.191548001837382,neutral,NONE,False
FAMA_FRENCH,2009-05-07,2009-05-22,12,90.86,89.02,-2.0250935505172833,4.624650462465043,bear,APPLY_FAMA_FRENCH,False
GROWTH,2009-05-26,2010-05-10,242,91.3,116.16,27.228915662650603,8.662904053360695,bull,APPLY_GROWTH,False
FAMA_FRENCH,2010-05-11,2010-05-28,14,115.83,109.369,-5.57800224466891,8.752660706683695,bear,APPLY_FAMA_FRENCH,False
GROWTH,2010-06-01,2010-07-07,26,107.53,106.1075,-1.322886636287547,8.863920099875154,neutral,NONE,True
FAMA_FRENCH,2010-07-08,2010-07-30,17,107.16,110.27,2.9022023142963786,2.753464624361789,bear,APPLY_FAMA_FRENCH,False
GROWTH,2010-08-02,2011-08-03,255,112.76,126.17,11.892515076268177,7.520340101150777,neutral,NONE,False
FAMA_FRENCH,2011-08-04,2011-08-31,20,120.26,122.22,1.6298020954598318,6.652253450856477,bear,APPLY_FAMA_FRENCH,False
GROWTH,2011-09-01,2011-09-02,2,120.94,117.85,-2.5549859434430324,2.5549859434430324,neutral,NONE,False
FAMA_FRENCH,2011-09-06,2011-12-30,82,116.99,125.5,7.274125993674678,9.554536266811779,bear,APPLY_FAMA_FRENCH,True
GROWTH,2012-01-03,2014-02-03,524,127.495,174.17,36.60927879524686,9.68697123519459,neutral,NONE,False
FAMA_FRENCH,2014-02-04,2014-02-25,15,175.385,184.84,5.390996949568101,0.66217976552323,bear,APPLY_FAMA_FRENCH,False
GROWTH,2014-02-26,2014-10-21,166,184.85,194.07,4.987827968623208,7.704885541571689,bull,APPLY_GROWTH,False
FAMA_FRENCH,2014-10-22,2014-10-31,8,192.69,201.66,4.655145570605636,0.15120205634795775,bear,APPLY_FAMA_FRENCH,False
GROWTH,2014-11-03,2014-12-17,32,201.77,201.79,0.009912276354255742,4.85096153846154,neutral,NONE,False
FAMA_FRENCH,2014-12-18,2014-12-31,9,206.78,205.54,-0.5996711480800895,1.523572249904181,bear,APPLY_FAMA_FRENCH,False
GROWTH,2015-01-02,2015-08-21,161,205.43,197.63,-3.7969137905856063,7.433255269320846,neutral,NONE,False
FAMA_FRENCH,2015-08-24,2015-08-31,6,189.55,197.67,4.28383012397783,1.202848852545503,bear,APPLY_FAMA_FRENCH,False
GROWTH,2015-09-01,2015-09-01,1,191.77,191.77,0.0,0.0,neutral,NONE,False
FAMA_FRENCH,2015-09-02,2015-09-30,20,195.41,191.63,-1.9343943503403107,6.079528424418031,bear,APPLY_FAMA_FRENCH,False
GROWTH,2015-10-01,2016-01-07,68,192.13,194.05,0.9993233747983219,8.033175355450231,neutral,NONE,False
FAMA_FRENCH,2016-01-08,2016-01-29,15,191.923,193.7208,0.9367298343606525,4.1365108478329065,bear,APPLY_FAMA_FRENCH,False
GROWTH,2016-02-01,2016-02-12,10,193.65,186.63,-3.6250968241673176,5.571908081590494,neutral,NONE,False
FAMA_FRENCH,2016-02-16,2016-02-29,10,189.78,193.56,1.9917799557382239,1.2629633432590655,bear,APPLY_FAMA_FRENCH,False
GROWTH,2016-03-01,2018-02-02,487,198.11,275.45,39.0389177729544,6.013090361162128,neutral,NONE,False
FAMA_FRENCH,2018-02-05,2018-02-28,17,263.93,271.65,2.925017997196215,4.273027904730056,bear,APPLY_FAMA_FRENCH,False
GROWTH,2018-03-01,2018-03-22,16,267.7,263.67,-1.5054165110197881,5.450568365188077,neutral,NONE,False
FAMA_FRENCH,2018-03-23,2018-03-29,5,258.05,263.15,1.976361170315817,1.991626117460688,bear,APPLY_FAMA_FRENCH,False
GROWTH,2018-04-02,2018-04-02,1,257.47,257.47,0.0,0.0,neutral,NONE,False
FAMA_FRENCH,2018-04-03,2018-04-30,20,260.77,264.51,1.434214058365613,2.7404859647176183,bear,APPLY_FAMA_FRENCH,False
GROWTH,2018-05-01,2018-10-10,114,264.98,278.3,5.026794475054718,5.204714217589745,neutral,NONE,False
FAMA_FRENCH,2018-10-11,2018-10-31,15,272.17,270.63,-0.5658228313186686,5.91549295774647,bear,APPLY_FAMA_FRENCH,False
GROWTH,2018-11-01,2018-11-07,5,273.51,281.01,2.7421300866513105,0.5923000987166848,neutral,NONE,False
FAMA_FRENCH,2018-11-08,2018-11-30,16,280.5,275.65,-1.7290552584670313,6.149732620320856,bear,APPLY_FAMA_FRENCH,False
GROWTH,2018-12-03,2018-12-04,2,279.3,270.25,-3.2402434658073798,3.2402434658073798,neutral,NONE,False
FAMA_FRENCH,2018-12-06,2018-12-31,17,269.84,249.92,-7.382152386599462,13.155944263267111,bear,APPLY_FAMA_FRENCH,False
GROWTH,2019-01-02,2019-01-03,2,250.18,244.21,-2.386281877048525,2.386281877048525,neutral,NONE,False
FAMA_FRENCH,2019-01-04,2019-01-31,19,252.39,269.93,6.949562185506567,1.3510470614726287,bear,APPLY_FAMA_FRENCH,False
GROWTH,2019-02-01,2019-05-13,70,270.06,280.86,3.9991113085980934,4.4791347821650715,neutral,NONE,False
FAMA_FRENCH,2019-05-14,2019-05-31,13,283.4,275.27,-2.8687367678193354,4.3204727146333015,bear,APPLY_FAMA_FRENCH,False
GROWTH,2019-06-03,2019-06-04,2,274.57,280.53,2.170666860909779,0.0,neutral,NONE,False
FAMA_FRENCH,2019-06-05,2019-06-28,18,282.96,293.0,3.5482046932428686,1.8218076117082358,bear,APPLY_FAMA_FRENCH,False
GROWTH,2019-07-01,2019-08-05,25,295.66,283.82,-4.004599878238527,6.022979371543988,neutral,NONE,False
FAMA_FRENCH,2019-08-06,2019-08-30,19,287.8,292.45,1.6157053509381434,3.3104011988284268,bear,APPLY_FAMA_FRENCH,False
GROWTH,2019-09-03,2020-01-31,105,290.74,321.73,10.659008048428152,4.391118191775371,neutral,NONE,False
FAMA_FRENCH,2020-02-03,2020-02-28,19,324.12,296.26,-8.59558188325312,12.43719335579594,bear,APPLY_FAMA_FRENCH,True
GROWTH,2020-03-02,2020-03-02,1,309.09,309.09,0.0,0.0,neutral,NONE,True
