date,return_1d,volatility_10d,vol_threshold,decision
2018-10-09,0.0,1.9321010000000243,3.1787645000000033,neutral
2018-10-10,-0.14592453616844414,2.5823360000000393,3.1499625000000036,neutral
2018-10-11,-3.166318719554616,14.646380000000025,3.1787645000000033,bear
2018-10-12,-2.2026590010779716,38.21863599999999,3.2089619999999908,bear
2018-10-15,1.388837858691249,46.47358900000002,3.295367999999994,neutral
2018-10-16,-0.5616959594129413,51.53221600000003,3.4457584999999877,bear
2018-10-17,2.186588921282799,45.10405600000002,3.5740424999999947,neutral
2018-10-18,0.017831669044226596,35.848004999999965,3.6390699999999887,neutral
2018-10-19,-1.4441076840791627,30.222548999999965,3.6601899999999774,bear
2018-10-22,-0.054269175108530125,24.43176399999995,3.6872939999999876,bear
2018-10-23,-0.4488687782805463,16.48572099999995,3.782806499999997,bear
2018-10-24,-0.5090723973673602,6.7734239999999675,3.885955000000017,bear
2018-10-25,-3.029860019736128,16.72908399999996,3.9234010000000126,bear
2018-10-26,1.7940600030152236,18.30348099999998,3.9463604999999893,neutral
2018-10-29,-1.758738151658768,25.983864999999987,4.087611999999991,bear
2018-10-30,-0.5540270606414542,34.55920899999994,4.3176425000000025,bear
2018-10-31,1.4818464337148367,29.39227599999998,4.43657050000002,neutral
2018-11-01,1.0680808156253554,20.312703999999986,4.486870500000016,neutral
2018-11-02,1.0641835716661108,17.611421000000007,4.5664309999999935,neutral
2018-11-05,-0.5923000987166848,13.991748999999995,4.625161000000002,bear
2018-11-06,0.55169369965795,12.507828999999997,4.6439209999999935,neutral
2018-11-07,0.6327956399283142,13.942479999999993,4.6779549999999706,neutral
2018-11-08,2.1408839779005473,22.385268999999987,4.737036499999979,neutral
2018-11-09,-0.18148820326678441,29.700108999999998,4.811029999999996,bear
2018-11-12,-0.9768270944741565,26.27564399999998,4.87831849999998,bear
2018-11-13,-1.8685195852534555,16.233885000000026,4.910242499999986,bear
2018-11-14,-0.1871078988883556,12.188844000000003,4.9158800000000085,bear
2018-11-15,-0.6836727192531109,12.56788900000001,5.036196000000001,bear
2018-11-16,1.043671354552181,12.716016000000014,5.229635999999999,neutral
2018-11-19,0.2600542084829084,11.967504000000003,5.343859999999983,neutral
2018-11-20,-1.6914477770065377,14.950340999999975,5.389459999999972,bear
2018-11-21,-1.8506131549609877,24.491740999999962,5.410025999999991,bear
2018-11-23,0.3407542026351572,23.188556,5.459880499999981,neutral
2018-11-26,-0.6678741227077133,19.98178099999999,5.568492499999968,bear
2018-11-27,1.6144349477682813,13.70266100000001,5.657472499999979,neutral
2018-11-28,0.3364485981308326,12.337820000000011,5.697492999999977,neutral
2018-11-29,2.3025335320417315,14.633035999999995,5.749144999999968,neutral
2018-11-30,-0.21851555102336875,16.907840000000018,5.778018999999974,bear
2018-12-03,0.6095335425943349,19.502861000000003,5.802044499999983,neutral
2018-12-04,1.3241429348812024,26.970560000000013,5.853541999999978,neutral
2018-12-06,-3.2402434658073798,26.86188500000002,5.885522499999995,bear
2018-12-07,-0.15171137835338577,22.845301000000035,5.897441000000007,bear
2018-12-10,-2.32359916987844,24.704056000000026,5.944860999999998,bear
2018-12-11,0.18970292521910687,23.55392400000003,6.006744999999992,neutral
2018-12-12,0.022721248153899448,26.74228100000003,6.044906999999975,neutral
2018-12-13,0.5035399235225019,28.68268100000003,6.072436999999951,neutral
2018-12-14,-0.03390341294356023,28.033376000000043,6.118036499999971,bear
2018-12-17,-1.8464785017145786,31.44194899999996,6.213062499999994,bear
2018-12-18,-1.9618382155334637,36.682855999999965,6.286462999999963,bear
2018-12-19,-0.109649122807018,23.9964199999999,6.3666469999999755,bear
2018-12-20,-1.497569389995304,30.284008999999912,6.443486500000024,bear
2018-12-21,-1.6277959086205538,38.547223999999986,6.5131140000000265,bear
2018-12-24,-2.617631589594206,65.60472100000004,6.6746539999999905,bear
2018-12-26,-2.6422933111757314,102.56208400000006,6.786332499999981,bear
2018-12-27,5.052487838183837,94.95666900000005,6.800014999999992,neutral
2018-12-28,0.7677309285888319,75.8433200000001,6.81185249999999,neutral
2018-12-31,-0.1289958479461415,51.0308360000001,6.907490499999968,bear
2019-01-02,0.8758829465186629,36.082541000000035,7.066362499999968,neutral
2019-01-03,0.10403329065301671,30.440485000000013,7.168622499999989,neutral
2019-01-04,-2.386281877048525,23.64999599999998,7.221312499999971,bear
2019-01-07,3.349576184431423,24.958648999999976,7.252730499999984,neutral
2019-01-08,0.7884623004081023,31.193135999999974,7.295192999999992,neutral
2019-01-09,0.939539271955337,34.79120899999994,7.35391049999998,neutral
2019-01-10,0.4673443159247753,18.507775999999996,7.40835000000001,neutral
2019-01-11,0.3527541962243548,21.334796000000004,7.40835000000001,neutral
2019-01-14,0.03862793572312374,23.35860100000002,7.40835000000001,neutral
2019-01-15,-0.6100857209051049,21.331136000000004,7.40835000000001,bear
2019-01-16,1.146076146076164,22.38560900000002,7.40835000000001,neutral
2019-01-17,0.24198194737852716,22.145849000000037,7.417582500000004,neutral
2019-01-18,0.7586788259636605,8.70772400000003,7.484146999999992,neutral
2019-01-22,1.3310009126863402,10.43974099999998,7.531050499999985,neutral
2019-01-23,-1.3510470614726287,8.206108999999982,7.55909049999997,bear
2019-01-24,0.2092368561211334,7.405324999999978,7.531050499999985,bull
2019-01-25,0.05314908317830999,6.798220999999995,7.484146999999992,bull
2019-01-28,0.8461392525137399,7.352980999999967,7.431816999999999,bull
2019-01-29,-0.760027090074491,6.261228999999978,7.431816999999999,neutral
2019-01-30,-0.13269639065816116,3.080135999999952,7.391090499999984,neutral
2019-01-31,1.5830834060969432,3.4438049999999523,7.364918499999979,bull
2019-02-01,0.878242021077817,5.112979999999972,7.364918499999979,bull
2019-02-04,0.04816063423850459,6.795679999999966,7.364918499999979,bull
2019-02-05,0.7035473598459517,10.376179999999943,7.391090499999984,neutral
2019-02-06,0.41917929107223245,12.91160399999998,7.391090499999984,neutral
2019-02-07,-0.1318198462101844,13.573101000000008,7.391090499999984,bear
2019-02-08,-0.953288846520504,11.370064000000017,7.391090499999984,bear
2019-02-11,0.12215888058045492,10.473805000000004,7.391090499999984,neutral
2019-02-12,0.05545901578732475,7.087708999999988,7.364918499999979,bull
2019-02-13,1.285935998817537,3.28100000000003,7.341972999999969,bull
2019-02-14,0.3246990149580395,3.050549000000016,7.295192999999992,bull
2019-02-15,-0.22182624822721322,3.1586840000000107,7.252730499999984,neutral
2019-02-19,1.0897295721262517,4.757381000000008,7.221312499999971,bull
2019-02-20,0.17305404333562324,6.669864000000013,7.142146999999987,bull
2019-02-21,0.20154759762461838,8.702001000000028,7.142146999999987,neutral
2019-02-22,-0.3555906756222869,9.393705000000029,7.142146999999987,bear
2019-02-25,0.6199985581428774,8.700704999999985,7.142146999999987,neutral
2019-02-26,0.13613240667765117,7.012879999999986,7.050294499999987,bull
2019-02-27,-0.07155123068116365,3.8025799999999768,7.002472499999965,neutral
